-2.0	-2.0	 -0.1799040758722188
-2.0	-1.6	 -0.12107653792306361
-2.0	-1.2	 -0.061037308656644806
-2.0	-0.8	 -0.0016684943012011955
-2.0	-0.4	 0.02918904070556816
-2.0	0.0	 0.046655277915847004
-2.0	0.4	 0.06482460937505496
-2.0	0.8	 0.08339703168786528
-2.0	1.2	 0.10224873820117253
-2.0	1.6	 0.12127878150984406
-2.0	2.0	 0.1404059468079254
-1.6	-2.0	 -0.14556923507358066
-1.6	-1.6	 -0.08328940513401062
-1.6	-1.2	 -0.021412194427033238
-1.6	-0.8	 0.028748050255155477
-1.6	-0.4	 0.047507276044627234
-1.6	0.0	 0.06675233427190652
-1.6	0.4	 0.08633478273074213
-1.6	0.8	 0.10613013498783919
-1.6	1.2	 0.1260358680381345
-1.6	1.6	 0.14596869469100648
-1.6	2.0	 0.1630467176560314
-1.2	-2.0	 -0.10833096310792079
-1.2	-1.6	 -0.04387423761842535
-1.2	-1.2	 0.020012275548337066
-1.2	-0.8	 0.0468087728389025
-1.2	-0.4	 0.06716773907093576
-1.2	0.0	 0.08780202351240063
-1.2	0.4	 0.10858540745409895
-1.2	0.8	 0.12941407260353077
-1.2	1.2	 0.1502033696175057
-1.2	1.6	 0.1667700216898661
-1.2	2.0	 0.1820504653724878
-0.8	-2.0	 -0.06907308280570612
-0.8	-1.6	 -0.002659356385481537
-0.8	-1.2	 0.044481433710839124
-0.8	-0.8	 0.06598798896319458
-0.8	-0.4	 0.08771095338988921
-0.8	0.0	 0.10952285979485898
-0.8	0.4	 0.13131814013839593
-0.8	0.8	 0.15301095343203153
-0.8	1.2	 0.16946866160351026
-0.8	1.6	 0.18532240478459705
-0.8	2.0	 0.20098474655745735
-0.4	-2.0	 -0.02824620698334923
-0.4	-1.6	 0.040455581382218386
-0.4	-1.2	 0.0631387406755839
-0.4	-0.8	 0.08598239458113366
-0.4	-0.4	 0.10885866422765245
-0.4	0.0	 0.1316602462373494
-0.4	0.4	 0.15429921845234806
-0.4	0.8	 0.17107177768405946
-0.4	1.2	 0.18753579410766064
-0.4	1.6	 0.20375871049069116
-0.4	2.0	 0.2197236344362653
0.0	-2.0	 0.019770173186721585
0.0	-1.6	 0.058555907552386266
0.0	-1.2	 0.08254813905839042
0.0	-0.8	 0.10651981009903178
0.0	-0.4	 0.13036276612428288
0.0	0.0	 0.15398703844265127
0.0	0.4	 0.1715153042189851
0.0	0.8	 0.18862433574860493
0.0	1.2	 0.2054446495517782
0.0	1.6	 0.22195779640583713
0.0	2.0	 0.2381552047908465
0.4	-2.0	 0.05218806802246456
0.4	-1.6	 0.07735135538633697
0.4	-1.2	 0.10244539342230707
0.4	-0.8	 0.12735999036484624
0.4	-0.4	 0.152003838667082
0.4	0.0	 0.17074471560253246
0.4	0.4	 0.18852985268386468
0.4	0.8	 0.20598194117566992
0.4	1.2	 0.22308025626467065
0.4	1.6	 0.23981396150907275
0.4	2.0	 0.2561819551003498
0.8	-2.0	 0.07035030264221842
0.8	-1.6	 0.09658819164213672
0.8	-1.2	 0.12260047590066081
0.8	-0.8	 0.14829372461982382
0.8	-0.4	 0.16871436277462715
0.8	0.0	 0.1872041695093064
0.8	0.4	 0.20531938449295029
0.8	0.8	 0.22303713986092621
0.8	1.2	 0.2403441574834414
0.8	1.6	 0.2572370932638085
0.8	2.0	 0.27372146168485856
1.2	-2.0	 0.08891628087837655
1.2	-1.6	 0.11604691334536488
1.2	-1.2	 0.14281488460391667
1.2	-0.8	 0.16539018932778815
1.2	-0.4	 0.18460964634257826
1.2	0.0	 0.20341635656904777
1.2	0.4	 0.22178476261670343
1.2	0.8	 0.23969952656012017
1.2	1.2	 0.2571546077008017
1.2	1.6	 0.2741530421249846
1.2	2.0	 0.2907062714502696
1.6	-2.0	 0.1076792907821299
1.6	-1.6	 0.13554159928016885
1.6	-1.2	 0.16074966839159022
1.6	-0.8	 0.18072045705104245
1.6	-0.4	 0.20024353151757313
1.6	0.0	 0.21929096937710646
1.6	0.4	 0.23784478738667814
1.6	0.8	 0.2558965222429207
1.6	1.2	 0.27344633359893133
1.6	1.6	 0.2905032518899012
1.6	2.0	 0.3070841248013586
2.0	-2.0	 0.12646616599098348
2.0	-1.6	 0.15478269565188862
2.0	-1.2	 0.17552274953625602
2.0	-0.8	 0.19578375099343492
2.0	-0.4	 0.21553511951102655
2.0	0.0	 0.23475644072162194
2.0	0.4	 0.25343619265486683
2.0	0.8	 0.27157215983204097
2.0	1.2	 0.2891703774986988
2.0	1.6	 0.30624508741242396
2.0	2.0	 0.2821418312795031
